No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
747,P1,DPBOM000000747,가공,F2,D2,D5,D3,2014-07-22,2014-07-17
748,P1,DPBOM000000748,족장,F3,D3,,D4,2014-08-12,2014-06-26
749,P1,DPBOM000000749,공작,F2,D4,D5,D3,2014-08-12,2014-08-04
750,P1,DPBOM000000750,철의장,F2,D5,D5,D3,2013-02-21,2011-12-05
751,P1,DPBOM000000751,가공,F2,D2,D5,D3,2014-07-16,2014-07-08
752,P1,DPBOM000000752,족장,F3,D3,,D4,2014-08-06,2014-06-26
753,P1,DPBOM000000753,공작,F2,D4,D5,D3,2014-08-06,2014-08-04
754,P1,DPBOM000000754,철의장,F2,D5,D5,D3,2013-02-11,2011-11-21
755,P1,DPBOM000000755,가공,F2,D2,,D3,2014-09-11,2014-07-27
756,P1,DPBOM000000756,족장,F3,D3,,D4,2014-10-01,2014-06-26
757,P1,DPBOM000000757,공작,F2,D4,,D3,2014-10-02,2014-07-27
758,P1,DPBOM000000758,철의장,F2,D5,,D3,2013-03-31,2011-12-26
759,P1,DPBOM000000759,가공,F2,D2,,D3,2014-07-31,2014-07-24
760,P1,DPBOM000000760,족장,F3,D3,,D4,2014-08-21,2014-06-26
761,P1,DPBOM000000761,공작,F2,D4,,D3,2014-08-21,2014-07-27
762,P1,DPBOM000000762,철의장,F2,D5,,D3,2013-03-21,2011-12-26
763,P1,DPBOM000000763,가공,F2,D2,,D3,2014-07-28,2014-07-24
764,P1,DPBOM000000764,족장,F3,D3,,D4,2014-08-18,2014-06-26
765,P1,DPBOM000000765,공작,F2,D4,,D3,2014-08-18,2014-07-27
766,P1,DPBOM000000766,철의장,F2,D5,,D3,2013-04-15,2011-12-26
767,P1,DPBOM000000767,철의장,F2,D5,D5,D3,2013-03-06,2011-11-27
768,P1,DPBOM000000768,철의장,F2,D5,,D3,2013-04-10,2011-12-28
769,P1,DPBOM000000769,철의장,F2,D5,,D3,2013-04-07,2011-12-29
770,P1,DPBOM000000770,철의장,F2,D5,D5,D3,2013-03-06,2011-10-11
771,P1,DPBOM000000771,철의장,F2,D5,D5,D3,2013-01-21,2011-10-05
772,P1,DPBOM000000772,철의장,F2,D5,,D3,2013-03-06,2011-12-01
773,P1,DPBOM000000773,철의장,F2,D5,,D3,2013-04-07,2011-12-29
774,P1,DPBOM000000774,가공,F2,D2,,D3,2014-10-01,2014-09-17
775,P1,DPBOM000000775,재마킹,F4,D6,,D3,2014-10-13,2014-09-24
776,P1,DPBOM000000776,가공,F4,D7,,D3,2014-10-01,2014-09-18
777,P1,DPBOM000000777,공작,F2,D4,,D3,2014-10-27,2014-09-17
778,P1,DPBOM000000778,철의장,F2,D5,,D3,2013-03-31,2011-12-14
779,P1,DPBOM000000779,가공,F2,D2,,D3,2014-10-01,2014-09-17
780,P1,DPBOM000000780,재마킹,F4,D6,,D3,2014-10-13,2014-09-24
781,P1,DPBOM000000781,가공,F4,D7,,D3,2014-10-01,2014-09-18
782,P1,DPBOM000000782,공작,F2,D4,,D3,2014-10-27,2014-09-17
783,P1,DPBOM000000783,철의장,F2,D5,,D3,2013-03-31,2011-12-18
784,P1,DPBOM000000784,가공,F2,D2,,D3,2014-10-14,2014-09-17
785,P1,DPBOM000000785,재마킹,F4,D6,,D3,2014-10-29,2014-09-24
786,P1,DPBOM000000786,가공,F4,D7,,D3,2014-10-14,2014-09-24
787,P1,DPBOM000000787,공작,F2,D4,,D3,2014-11-09,2014-09-17
788,P1,DPBOM000000788,철의장,F2,D5,,D3,2013-04-02,2011-12-25
789,P1,DPBOM000000789,가공,F4,D2,,D3,2014-08-07,2014-08-06
790,P1,DPBOM000000790,공작,F4,D4,,D3,2014-08-28,2014-08-26
791,P2,DPBOM000000791,도장,F1,D1,,D1,2014-06-15,2014-04-21
792,P2,DPBOM000000792,도장,F1,D1,,D1,2014-05-28,2014-03-31
793,P2,DPBOM000000003,가공,F2,D2,D6,D3,2014-03-24,2014-03-16
794,P2,DPBOM000000004,족장,F3,D3,,D4,2014-03-19,2014-03-16
795,P2,DPBOM000000793,재마킹,F4,D6,,D3,2014-03-19,2014-03-04
796,P2,DPBOM000000005,공작,F2,D4,D6,D3,2014-03-19,2014-03-11
797,P2,DPBOM000000006,철의장,F2,D5,D6,D3,2014-01-26,2013-12-16
798,P2,DPBOM000000007,가공,F2,D2,D6,D3,2014-02-27,2014-02-18
799,P2,DPBOM000000009,가공,F4,D7,,D3,2014-02-25,2014-02-12
800,P2,DPBOM000000795,도장,F1,D1,,D1,2014-05-13,2014-03-31
801,P2,DPBOM000000796,가공,F2,D2,D6,D3,2014-03-25,2014-03-17
802,P2,DPBOM000000797,재마킹,F4,D6,,D3,2014-03-26,2014-03-10
803,P2,DPBOM000000799,가공,F4,D7,,D3,2014-03-25,2014-03-13
804,P2,DPBOM000000800,의장,F1,D8,,D1,2014-03-20,2014-01-23
805,P2,DPBOM000000801,공작,F2,D4,D6,D3,2014-03-26,2014-03-17
806,P2,DPBOM000000802,철의장,F2,D5,D6,D3,2014-02-10,2013-12-16
807,P2,DPBOM000000803,가공,F2,D2,D6,D3,2014-03-09,2014-03-03
808,P2,DPBOM000000804,가공,F4,D7,,D3,2014-03-09,2014-02-24
809,P2,DPBOM000000805,가공,F4,D7,,D3,2014-03-05,2014-02-24
810,P2,DPBOM000000806,도장,F1,D1,,D1,2014-06-22,2014-03-31
811,P2,DPBOM000000010,가공,F2,D2,D6,D3,2014-04-03,2014-03-27
812,P2,DPBOM000000011,족장,F3,D3,,D4,2014-03-27,2014-03-16
813,P2,DPBOM000000807,재마킹,F4,D6,,D3,2014-03-27,2014-03-16
814,P2,DPBOM000000012,의장,F1,D8,,D1,2014-03-23,2014-01-23
815,P2,DPBOM000000013,공작,F2,D4,D6,D3,2014-03-27,2014-03-17
816,P2,DPBOM000000014,철의장,F2,D5,D6,D3,2014-02-17,2013-12-16
817,P2,DPBOM000000015,가공,F2,D2,D6,D3,2014-03-13,2014-03-06
818,P2,DPBOM000000017,가공,F4,D7,,D3,2014-03-13,2014-03-03
819,P2,DPBOM000000018,가공,F2,D2,D6,D3,2014-03-06,2014-02-24
820,P2,DPBOM000000020,가공,F4,D7,,D3,2014-03-06,2014-02-27
821,P2,DPBOM000000023,가공,F4,D7,,D3,2014-03-16,2014-03-05
822,P2,DPBOM000000808,도장,F1,D1,,D1,2014-06-16,2014-03-31
823,P2,DPBOM000000809,가공,F2,D2,D6,D3,2014-04-23,2014-04-13
824,P2,DPBOM000000810,족장,F3,D3,,D4,2014-05-06,2014-03-16
825,P2,DPBOM000000811,재마킹,F4,D6,,D3,2014-05-06,2014-04-16
826,P2,DPBOM000000813,의장,F1,D8,,D1,2014-04-15,2014-01-23
827,P2,DPBOM000000814,공작,F2,D4,D6,D3,2014-05-06,2014-04-24
828,P2,DPBOM000000815,철의장,F2,D5,D6,D3,2014-03-11,2013-12-16
829,P2,DPBOM000000816,가공,F2,D2,D6,D3,2014-04-08,2014-03-30
830,P2,DPBOM000000817,가공,F4,D7,,D3,2014-04-08,2014-03-27
831,P2,DPBOM000000818,가공,F2,D2,D6,D3,2014-06-16,2014-06-02
832,P2,DPBOM000000819,공작,F2,D4,D6,D3,2014-05-06,2014-04-24
833,P2,DPBOM000000820,철의장,F2,D5,D6,D3,2014-03-11,2014-02-02
834,P2,DPBOM000000821,도장,F1,D1,,D1,2014-05-28,2014-03-31
835,P2,DPBOM000000025,가공,F2,D2,D6,D3,2014-04-20,2014-04-13
836,P2,DPBOM000000026,족장,F3,D3,,D4,2014-05-04,2014-03-16
837,P2,DPBOM000000822,재마킹,F4,D6,,D3,2014-05-04,2014-04-14
838,P2,DPBOM000000028,공작,F2,D4,D6,D3,2014-05-04,2014-04-21
839,P2,DPBOM000000029,철의장,F2,D5,D6,D3,2014-03-09,2013-12-16
840,P2,DPBOM000000030,가공,F2,D2,D6,D3,2014-04-06,2014-04-01
841,P2,DPBOM000000032,가공,F4,D7,,D3,2014-04-06,2014-04-02
842,P2,DPBOM000000824,도장,F1,D1,,D1,2014-06-18,2014-03-31
843,P2,DPBOM000000043,가공,F2,D2,D5,D3,2014-04-21,2014-04-13
844,P2,DPBOM000000044,족장,F3,D3,,D4,2014-04-24,2014-02-19
845,P2,DPBOM000000045,재마킹,F4,D6,,D3,2014-04-24,2014-04-09
846,P2,DPBOM000000046,가공,F4,D7,,D3,2014-04-21,2014-04-08
847,P2,DPBOM000000047,의장,F1,D8,,D1,2014-04-15,2014-01-23
848,P2,DPBOM000000048,공작,F2,D4,D5,D3,2014-04-24,2014-04-22
849,P2,DPBOM000000049,철의장,F2,D5,D5,D3,2014-03-30,2013-11-18
850,P2,DPBOM000000050,가공,F2,D2,D5,D3,2014-04-03,2014-03-31
851,P2,DPBOM000000826,도장,F1,D1,,D1,2014-06-22,2014-03-31
852,P2,DPBOM000000054,가공,F2,D2,D5,D3,2014-05-04,2014-04-22
853,P2,DPBOM000000055,족장,F3,D3,,D4,2014-05-06,2014-02-19
854,P2,DPBOM000000056,재마킹,F4,D6,,D3,2014-05-13,2014-04-21
855,P2,DPBOM000000057,가공,F4,D7,,D3,2014-05-04,2014-04-14
856,P2,DPBOM000000058,의장,F1,D8,,D1,2014-04-21,2014-01-23
857,P2,DPBOM000000059,공작,F2,D4,D5,D3,2014-05-13,2014-04-22
858,P2,DPBOM000000060,철의장,F2,D5,D5,D3,2014-04-02,2013-11-18
859,P2,DPBOM000000061,가공,F2,D2,D5,D3,2014-04-14,2014-04-06
860,P2,DPBOM000000828,도장,F1,D1,,D1,2014-06-15,2014-03-31
861,P2,DPBOM000000065,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
862,P2,DPBOM000000066,족장,F3,D3,,D4,2014-05-07,2014-02-19
863,P2,DPBOM000000067,재마킹,F4,D6,,D3,2014-05-18,2014-05-06
864,P2,DPBOM000000068,가공,F4,D7,,D3,2014-05-06,2014-04-21
865,P2,DPBOM000000069,의장,F1,D8,,D1,2014-05-05,2014-01-23
866,P2,DPBOM000000070,공작,F2,D4,D5,D3,2014-05-18,2014-05-15
867,P2,DPBOM000000071,철의장,F2,D5,D5,D3,2014-03-26,2013-12-03
868,P2,DPBOM000000072,가공,F2,D2,D5,D3,2014-04-17,2014-04-13
869,P2,DPBOM000000830,가공,F2,D2,D5,D3,2014-04-20,2014-04-13
870,P2,DPBOM000000831,가공,F4,D7,,D3,2014-04-20,2014-04-07
871,P2,DPBOM000000832,도장,F1,D1,,D1,2014-06-22,2014-03-31
872,P2,DPBOM000000073,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
873,P2,DPBOM000000074,족장,F3,D3,,D4,2014-05-08,2014-02-19
874,P2,DPBOM000000833,재마킹,F4,D6,,D3,2014-05-14,2014-04-21
875,P2,DPBOM000000075,가공,F4,D7,,D3,2014-05-06,2014-04-21
876,P2,DPBOM000000076,의장,F1,D8,,D1,2014-05-04,2014-01-23
877,P2,DPBOM000000077,공작,F2,D4,D5,D3,2014-05-14,2014-04-22
878,P2,DPBOM000000078,철의장,F2,D5,D5,D3,2014-03-20,2013-12-03
879,P2,DPBOM000000079,가공,F2,D2,D5,D3,2014-04-22,2014-04-13
880,P2,DPBOM000000835,가공,F2,D2,D5,D3,2014-04-22,2014-04-13
881,P2,DPBOM000000836,가공,F4,D7,,D3,2014-04-22,2014-04-08
882,P2,DPBOM000000837,가공,F2,D2,D5,D3,2014-04-15,2014-04-13
883,P2,DPBOM000000838,도장,F1,D1,,D1,2014-05-14,2014-04-15
884,P2,DPBOM000000080,가공,F2,D2,D5,D3,2014-03-30,2014-03-23
885,P2,DPBOM000000081,족장,F3,D3,,D4,2014-03-23,2014-02-19
886,P2,DPBOM000000839,재마킹,F4,D6,,D3,2014-03-23,2014-03-10
887,P2,DPBOM000000082,가공,F4,D7,,D3,2014-03-30,2014-03-18
888,P2,DPBOM000000083,의장,F1,D8,,D1,2014-03-17,2014-01-23
889,P2,DPBOM000000084,공작,F2,D4,D5,D3,2014-03-23,2014-03-13
890,P2,DPBOM000000085,철의장,F2,D5,D5,D3,2014-01-08,2013-12-03
891,P2,DPBOM000000086,가공,F2,D2,D5,D3,2014-03-16,2014-03-06
892,P2,DPBOM000000840,가공,F2,D2,D5,D3,2014-03-17,2014-03-06
893,P2,DPBOM000000841,가공,F4,D7,,D3,2014-03-17,2014-03-05
894,P2,DPBOM000000842,가공,F2,D2,D5,D3,2014-02-27,2014-02-20
895,P2,DPBOM000000843,도장,F1,D1,,D1,2014-05-14,2014-04-15
896,P2,DPBOM000000087,가공,F2,D2,D5,D3,2014-05-06,2014-04-16
897,P2,DPBOM000000088,족장,F3,D3,,D4,2014-05-12,2014-02-19
898,P2,DPBOM000000089,가공,F4,D7,,D3,2014-05-06,2014-04-21
899,P2,DPBOM000000090,의장,F1,D8,,D1,2014-05-05,2014-01-23
900,P2,DPBOM000000091,공작,F2,D4,D5,D3,2014-05-18,2014-04-16
901,P2,DPBOM000000092,철의장,F2,D5,D5,D3,2014-03-18,2013-12-03
902,P2,DPBOM000000093,가공,F2,D2,D5,D3,2014-04-22,2014-04-07
903,P2,DPBOM000000844,가공,F2,D2,D5,D3,2014-05-05,2014-04-14
904,P2,DPBOM000000845,가공,F4,D7,,D3,2014-05-05,2014-04-16
905,P2,DPBOM000000846,가공,F2,D2,D5,D3,2014-04-17,2014-04-07
906,P2,DPBOM000000847,도장,F1,D1,,D1,2014-05-14,2014-04-15
907,P2,DPBOM000000094,가공,F2,D2,,D3,2014-03-03,2014-03-03
908,P2,DPBOM000000095,족장,F3,D3,,D4,2014-02-19,2014-02-11
909,P2,DPBOM000000096,가공,F4,D7,,D3,2014-03-03,2014-02-19
910,P2,DPBOM000000097,의장,F1,D8,,D1,2014-02-13,2014-01-23
911,P2,DPBOM000000098,공작,F2,D4,D5,D3,2014-02-19,2014-02-12
912,P2,DPBOM000000099,철의장,F2,D5,D5,D3,2013-12-10,2013-12-03
913,P2,DPBOM000000100,가공,F2,D2,,D3,2014-02-16,2014-02-12
914,P2,DPBOM000000848,가공,F2,D2,,D3,2014-02-13,2014-02-06
915,P2,DPBOM000000849,가공,F4,D7,,D3,2014-02-13,2014-02-05
916,P2,DPBOM000000850,가공,F2,D2,,D3,2014-01-27,2014-01-27
917,P2,DPBOM000000851,도장,F1,D1,,D1,2014-05-14,2014-04-15
918,P2,DPBOM000000101,가공,F2,D2,,D3,2014-03-06,2014-03-04
919,P2,DPBOM000000102,족장,F3,D3,,D4,2014-02-24,2014-02-19
920,P2,DPBOM000000103,가공,F4,D7,,D3,2014-03-06,2014-02-24
921,P2,DPBOM000000104,의장,F1,D8,,D1,2014-02-18,2014-01-23
922,P2,DPBOM000000105,공작,F2,D4,D5,D3,2014-02-24,2014-02-12
923,P2,DPBOM000000106,철의장,F2,D5,D5,D3,2014-01-05,2013-12-03
924,P2,DPBOM000000107,가공,F2,D2,,D3,2014-02-19,2014-02-18
925,P2,DPBOM000000852,가공,F2,D2,,D3,2014-02-18,2014-02-16
926,P2,DPBOM000000853,가공,F4,D7,,D3,2014-02-18,2014-02-13
927,P2,DPBOM000000854,가공,F2,D2,,D3,2014-02-02,2014-02-02
928,P2,DPBOM000000855,도장,F1,D1,,D1,2014-05-14,2014-04-15
929,P2,DPBOM000000108,가공,F2,D2,,D3,2014-02-23,2014-02-06
930,P2,DPBOM000000109,족장,F3,D3,,D4,2014-02-12,2014-02-11
931,P2,DPBOM000000856,재마킹,F4,D6,,D3,2014-02-18,2014-02-13
932,P2,DPBOM000000110,가공,F4,D7,,D3,2014-02-12,2014-02-05
933,P2,DPBOM000000111,의장,F1,D8,,D1,2014-02-06,2014-01-23
934,P2,DPBOM000000112,공작,F2,D4,D5,D3,2014-02-12,2014-02-10
935,P2,DPBOM000000113,철의장,F2,D5,D5,D3,2013-12-15,2013-12-03
936,P2,DPBOM000000114,가공,F2,D2,,D3,2014-01-27,2014-01-27
937,P2,DPBOM000000857,가공,F2,D2,,D3,2014-01-26,2014-01-26
938,P2,DPBOM000000858,가공,F4,D7,,D3,2014-01-26,2014-01-26
939,P2,DPBOM000000859,가공,F2,D2,,D3,2014-01-20,2014-01-19
940,P2,DPBOM000000860,도장,F1,D1,,D1,2014-05-14,2014-04-15
941,P2,DPBOM000000115,가공,F2,D2,,D3,2014-02-17,2014-02-10
942,P2,DPBOM000000116,족장,F3,D3,,D4,2014-02-12,2014-02-11
943,P2,DPBOM000000861,재마킹,F4,D6,,D3,2014-02-23,2014-02-13
944,P2,DPBOM000000117,가공,F4,D7,,D3,2014-02-17,2014-02-13
945,P2,DPBOM000000118,의장,F1,D8,,D1,2014-02-06,2014-01-23
946,P2,DPBOM000000119,공작,F2,D4,D5,D3,2014-02-12,2014-02-10
947,P2,DPBOM000000120,철의장,F2,D5,D5,D3,2013-12-18,2013-12-03
948,P2,DPBOM000000121,가공,F2,D2,,D3,2014-02-02,2014-02-02
949,P2,DPBOM000000863,가공,F2,D2,,D3,2014-01-30,2014-01-30
950,P2,DPBOM000000865,가공,F4,D7,,D3,2014-01-30,2014-01-28
951,P2,DPBOM000000866,가공,F2,D2,,D3,2014-01-20,2014-01-19
952,P2,DPBOM000000867,도장,F1,D1,,D1,2014-06-30,2014-03-31
953,P2,DPBOM000000122,가공,F2,D2,D5,D3,2014-05-06,2014-04-23
954,P2,DPBOM000000123,족장,F3,D3,,D4,2014-05-22,2014-02-19
955,P2,DPBOM000000124,재마킹,F4,D6,,D3,2014-05-26,2014-05-13
956,P2,DPBOM000000125,가공,F4,D7,,D3,2014-05-06,2014-04-21
957,P2,DPBOM000000126,의장,F1,D8,,D1,2014-05-18,2014-01-23
958,P2,DPBOM000000127,공작,F2,D4,D5,D3,2014-05-26,2014-05-22
959,P2,DPBOM000000128,철의장,F2,D5,D5,D3,2014-04-03,2014-02-23
960,P2,DPBOM000000129,가공,F2,D2,D5,D3,2014-05-05,2014-04-23
961,P2,DPBOM000000869,도장,F1,D1,,D1,2014-07-01,2014-03-31
962,P2,DPBOM000000133,가공,F2,D2,D5,D3,2014-05-07,2014-04-23
963,P2,DPBOM000000134,족장,F3,D3,,D4,2014-05-25,2014-02-19
964,P2,DPBOM000000135,재마킹,F4,D6,,D3,2014-05-28,2014-05-13
965,P2,DPBOM000000136,가공,F4,D7,,D3,2014-05-07,2014-04-21
966,P2,DPBOM000000137,의장,F1,D8,,D1,2014-05-19,2014-01-23
967,P2,DPBOM000000138,공작,F2,D4,D5,D3,2014-05-28,2014-05-22
968,P2,DPBOM000000139,철의장,F2,D5,D5,D3,2014-04-06,2014-02-23
969,P2,DPBOM000000140,가공,F2,D2,D5,D3,2014-05-06,2014-04-23
970,P2,DPBOM000000871,도장,F1,D1,,D1,2014-06-22,2014-03-31
971,P2,DPBOM000000152,가공,F2,D2,D5,D3,2014-05-25,2014-05-20
972,P2,DPBOM000000153,족장,F3,D3,,D4,2014-05-27,2014-02-19
973,P2,DPBOM000000154,공작,F2,D4,D5,D3,2014-06-04,2014-05-28
974,P2,DPBOM000000155,철의장,F2,D5,D5,D3,2014-04-09,2013-12-03
975,P2,DPBOM000000156,가공,F2,D2,D5,D3,2014-05-06,2014-04-22
976,P2,DPBOM000000872,가공,F2,D2,D5,D3,2014-05-07,2014-04-22
977,P2,DPBOM000000873,도장,F1,D1,,D1,2014-06-25,2014-03-31
978,P2,DPBOM000000157,가공,F2,D2,D5,D3,2014-05-28,2014-05-25
979,P2,DPBOM000000158,족장,F3,D3,,D4,2014-05-26,2014-02-19
980,P2,DPBOM000000159,공작,F2,D4,D5,D3,2014-06-17,2014-05-28
981,P2,DPBOM000000874,철의장,F2,D5,D5,D3,2014-04-14,2013-12-03
982,P2,DPBOM000000160,가공,F2,D2,D5,D3,2014-05-21,2014-05-18
983,P2,DPBOM000000875,도장,F1,D1,,D1,2014-06-19,2014-03-31
984,P2,DPBOM000000161,가공,F2,D2,,D3,2014-05-12,2014-05-05
985,P2,DPBOM000000162,족장,F3,D3,,D4,2014-05-26,2014-02-19
986,P2,DPBOM000000163,공작,F2,D4,,D3,2014-06-01,2014-05-22
987,P2,DPBOM000000164,철의장,F2,D5,,D3,2014-04-07,2014-02-16
988,P2,DPBOM000000165,가공,F2,D2,,D3,2014-05-06,2014-04-24
989,P2,DPBOM000000166,가공,F2,D2,,D3,2014-05-06,2014-04-24
990,P2,DPBOM000000876,도장,F1,D1,,D1,2014-06-18,2014-03-31
991,P2,DPBOM000000167,가공,F2,D2,,D3,2014-05-12,2014-05-05
992,P2,DPBOM000000168,족장,F3,D3,,D4,2014-05-25,2014-02-19
993,P2,DPBOM000000169,공작,F2,D4,,D3,2014-06-01,2014-05-22
994,P2,DPBOM000000170,철의장,F2,D5,,D3,2014-04-06,2014-02-23
995,P2,DPBOM000000171,가공,F2,D2,,D3,2014-05-06,2014-04-24
996,P2,DPBOM000000877,도장,F1,D1,,D1,2014-05-14,2014-04-15
997,P2,DPBOM000000172,가공,F2,D2,,D3,2014-05-06,2014-05-04
998,P2,DPBOM000000173,족장,F3,D3,,D4,2014-05-08,2014-02-19
999,P2,DPBOM000000174,공작,F2,D4,,D3,2014-05-27,2014-05-18
1000,P2,DPBOM000000878,철의장,F2,D5,,D3,2014-03-18,2014-02-04
1001,P2,DPBOM000000175,가공,F2,D2,,D3,2014-05-06,2014-05-04
1002,P2,DPBOM000000176,가공,F2,D2,,D3,2014-05-06,2014-05-04
1003,P2,DPBOM000000879,도장,F1,D1,,D1,2014-05-14,2014-04-15
1004,P2,DPBOM000000177,가공,F2,D2,,D3,2014-05-07,2014-05-04
1005,P2,DPBOM000000178,족장,F3,D3,,D4,2014-05-14,2014-02-19
1006,P2,DPBOM000000179,공작,F2,D4,,D3,2014-06-01,2014-05-18
1007,P2,DPBOM000000180,철의장,F2,D5,,D3,2014-03-18,2014-02-04
1008,P2,DPBOM000000181,가공,F2,D2,,D3,2014-05-06,2014-05-04
1009,P2,DPBOM000000880,도장,F1,D1,,D1,2014-04-13,2014-04-15
1010,P2,DPBOM000000182,가공,F2,D2,D5,D3,2014-03-03,2014-02-26
1011,P2,DPBOM000000183,족장,F3,D3,,D4,2014-03-10,2014-02-19
1012,P2,DPBOM000000184,공작,F2,D4,D5,D3,2014-03-10,2014-03-05
1013,P2,DPBOM000000185,철의장,F2,D5,D5,D3,2013-12-26,2013-12-31
1014,P2,DPBOM000000186,가공,F2,D2,D5,D3,2014-02-16,2014-02-11
1015,P2,DPBOM000000187,가공,F2,D2,D5,D3,2014-02-17,2014-02-11
1016,P2,DPBOM000000881,도장,F1,D1,,D1,2014-04-13,2014-04-15
1017,P2,DPBOM000000188,가공,F2,D2,D5,D3,2014-03-05,2014-02-26
1018,P2,DPBOM000000189,족장,F3,D3,,D4,2014-03-13,2014-02-19
1019,P2,DPBOM000000190,공작,F2,D4,D5,D3,2014-03-13,2014-03-05
1020,P2,DPBOM000000191,철의장,F2,D5,D5,D3,2013-12-31,2013-12-31
1021,P2,DPBOM000000192,가공,F2,D2,D5,D3,2014-02-19,2014-02-16
1022,P2,DPBOM000000882,도장,F1,D1,,D1,2014-04-15,2014-04-15
1023,P2,DPBOM000000193,가공,F2,D2,D5,D3,2014-02-09,2014-02-05
1024,P2,DPBOM000000194,족장,F3,D3,,D4,2014-02-25,2014-02-19
1025,P2,DPBOM000000195,공작,F2,D4,D5,D3,2014-02-25,2014-02-20
1026,P2,DPBOM000000196,철의장,F2,D5,D5,D3,2013-12-05,2013-12-29
1027,P2,DPBOM000000197,가공,F2,D2,D5,D3,2014-02-04,2014-01-30
1028,P2,DPBOM000000198,가공,F2,D2,D5,D3,2014-02-04,2014-01-30
1029,P2,DPBOM000000883,도장,F1,D1,,D1,2014-04-14,2014-04-15
1030,P2,DPBOM000000199,가공,F2,D2,D5,D3,2014-02-12,2014-02-06
1031,P2,DPBOM000000200,족장,F3,D3,,D4,2014-02-25,2014-02-19
1032,P2,DPBOM000000201,공작,F2,D4,D5,D3,2014-02-25,2014-02-20
1033,P2,DPBOM000000202,철의장,F2,D5,D5,D3,2013-12-11,2013-12-29
1034,P2,DPBOM000000203,가공,F2,D2,D5,D3,2014-02-04,2014-01-30
1035,P2,DPBOM000000884,도장,F1,D1,,D1,2014-06-24,2014-03-31
1036,P2,DPBOM000000204,가공,F2,D2,D5,D3,2014-05-26,2014-05-21
1037,P2,DPBOM000000205,족장,F3,D3,,D4,2014-06-01,2014-02-19
1038,P2,DPBOM000000206,공작,F2,D4,D5,D3,2014-06-04,2014-06-01
1039,P2,DPBOM000000207,철의장,F2,D5,D5,D3,2014-04-07,2013-12-03
1040,P2,DPBOM000000208,가공,F2,D2,D5,D3,2014-05-12,2014-05-06
1041,P2,DPBOM000000209,가공,F2,D2,D5,D3,2014-05-06,2014-04-23
1042,P2,DPBOM000000885,도장,F1,D1,,D1,2014-06-26,2014-03-31
1043,P2,DPBOM000000210,가공,F2,D2,D5,D3,2014-05-28,2014-05-25
1044,P2,DPBOM000000211,족장,F3,D3,,D4,2014-05-22,2014-02-19
1045,P2,DPBOM000000212,공작,F2,D4,D5,D3,2014-06-16,2014-06-01
1046,P2,DPBOM000000213,철의장,F2,D5,D5,D3,2014-04-07,2013-12-03
1047,P2,DPBOM000000214,가공,F2,D2,D5,D3,2014-05-20,2014-05-15
1048,P2,DPBOM000000886,도장,F1,D1,,D1,2014-06-19,2014-03-31
1049,P2,DPBOM000000215,가공,F2,D2,,D3,2014-04-06,2014-03-27
1050,P2,DPBOM000000216,족장,F3,D3,,D4,2014-04-03,2014-02-11
1051,P2,DPBOM000000887,재마킹,F4,D6,,D3,2014-04-03,2014-03-18
1052,P2,DPBOM000000889,가공,F4,D7,,D3,2014-04-06,2014-03-24
1053,P2,DPBOM000000217,의장,F1,D8,,D1,2014-03-30,2014-01-23
1054,P2,DPBOM000000218,공작,F2,D4,,D3,2014-04-03,2014-03-30
1055,P2,DPBOM000000219,철의장,F5,D5,,D3,2014-01-19,2013-11-13
1056,P2,DPBOM000000220,철의장,F2,D5,,D3,2014-02-18,2013-12-16
1057,P2,DPBOM000000221,가공,F2,D2,,D3,2014-03-24,2014-03-17
1058,P2,DPBOM000000224,가공,F2,D2,,D3,2014-03-24,2014-03-17
1059,P2,DPBOM000000226,가공,F4,D7,,D3,2014-03-24,2014-03-12
1060,P2,DPBOM000000890,가공,F2,D2,,D3,2014-03-13,2014-03-09
1061,P2,DPBOM000000891,가공,F4,D7,,D3,2014-03-13,2014-03-03
1062,P2,DPBOM000000892,도장,F1,D1,,D1,2014-03-26,2014-02-26
1063,P2,DPBOM000000229,가공,F2,D2,,D3,2014-02-16,2014-02-06
1064,P2,DPBOM000000230,족장,F3,D3,,D4,2014-02-12,2014-02-11
1065,P2,DPBOM000000231,재마킹,F4,D6,,D3,2014-02-12,2014-02-04
1066,P2,DPBOM000000232,가공,F4,D7,,D3,2014-02-16,2014-02-04
1067,P2,DPBOM000000233,의장,F1,D8,,D1,2014-02-06,2014-01-26
1068,P2,DPBOM000000234,공작,F2,D4,,D3,2014-02-12,2014-02-04
1069,P2,DPBOM000000235,철의장,F2,D5,,D3,2013-12-24,2013-11-04
1070,P2,DPBOM000000236,가공,F2,D2,,D3,2014-01-20,2014-01-14
1071,P2,DPBOM000000238,가공,F4,D7,,D3,2014-01-20,2014-01-13
1072,P2,DPBOM000000239,가공,F2,D2,,D3,2014-01-22,2014-01-14
1073,P2,DPBOM000000893,가공,F4,D7,,D3,2014-01-22,2014-01-13
1074,P2,DPBOM000000894,도장,F1,D1,,D1,2014-04-22,2014-03-31
1075,P2,DPBOM000000248,가공,F2,D2,,D3,2014-02-16,2014-02-09
1076,P2,DPBOM000000895,족장,F3,D3,,D4,2014-03-10,2014-02-11
