No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
1551,P2,DPBOM000001165,공작,F6,D4,D5,D3,2014-06-18,2014-06-15
1552,P2,DPBOM000001166,철의장,F7,D5,,D3,2014-04-16,2014-01-13
1553,P2,DPBOM000001167,철의장,F6,D5,D5,D3,2014-05-29,2014-04-15
1554,P2,DPBOM000001168,철의장,F7,D5,,D3,2014-04-16,2014-01-13
1555,P2,DPBOM000001169,도장,F1,D1,,D1,2014-05-06,2014-04-15
1556,P2,DPBOM000000587,가공,F6,D2,D5,D3,2014-03-27,2014-03-26
1557,P2,DPBOM000000588,공작,F6,D4,D5,D3,2014-04-17,2014-04-16
1558,P2,DPBOM000000589,철의장,F7,D5,,D3,2014-03-03,2014-01-13
1559,P2,DPBOM000000590,철의장,F6,D5,D5,D3,2014-04-13,2014-03-16
1560,P2,DPBOM000001170,가공,F6,D2,D5,D3,2014-05-27,2014-05-25
1561,P2,DPBOM000001171,공작,F6,D4,D5,D3,2014-06-23,2014-06-19
1562,P2,DPBOM000001172,철의장,F7,D5,,D3,2014-04-21,2014-01-13
1563,P2,DPBOM000001173,철의장,F6,D5,D5,D3,2014-06-03,2014-04-23
1564,P2,DPBOM000001174,도장,F1,D1,,D1,2014-05-12,2014-04-15
1565,P2,DPBOM000000591,가공,F6,D2,D5,D3,2014-03-31,2014-03-30
1566,P2,DPBOM000000592,공작,F6,D4,D5,D3,2014-04-21,2014-04-20
1567,P2,DPBOM000000593,철의장,F7,D5,,D3,2014-03-05,2014-01-13
1568,P2,DPBOM000000594,철의장,F6,D5,D5,D3,2014-04-15,2014-03-26
1569,P2,DPBOM000001175,도장,F1,D1,,D1,2014-05-15,2014-04-15
1570,P2,DPBOM000000595,가공,F6,D2,D5,D3,2014-04-03,2014-03-25
1571,P2,DPBOM000000596,공작,F6,D4,D5,D3,2014-04-24,2014-04-16
1572,P2,DPBOM000000597,철의장,F7,D5,,D3,2014-03-10,2014-01-13
1573,P2,DPBOM000000598,철의장,F6,D5,D5,D3,2014-04-20,2014-03-25
1574,P2,DPBOM000001176,도장,F1,D1,,D1,2014-05-14,2014-04-15
1575,P2,DPBOM000001177,가공,F6,D2,,D3,2014-04-09,2014-04-07
1576,P2,DPBOM000001178,공작,F6,D4,,D3,2014-05-07,2014-05-07
1577,P2,DPBOM000001179,철의장,F7,D5,,D3,2014-03-16,2014-01-13
1578,P2,DPBOM000001180,철의장,F6,D5,,D3,2014-04-24,2014-03-27
1579,P2,DPBOM000001181,도장,F1,D1,,D1,2014-05-21,2014-05-08
1580,P2,DPBOM000001182,가공,F6,D2,D5,D3,2014-04-16,2014-04-13
1581,P2,DPBOM000001183,공작,F6,D4,D5,D3,2014-05-15,2014-04-24
1582,P2,DPBOM000001184,철의장,F7,D5,,D3,2014-03-19,2014-01-13
1583,P2,DPBOM000001185,철의장,F6,D5,D5,D3,2014-05-08,2014-04-01
1584,P2,DPBOM000001186,도장,F1,D1,,D1,2014-05-19,2014-05-08
1585,P2,DPBOM000000599,가공,F6,D2,,D3,2014-04-15,2014-04-13
1586,P2,DPBOM000001187,족장,F3,D3,,D4,2014-04-22,2014-04-20
1587,P2,DPBOM000000600,공작,F6,D4,,D3,2014-04-22,2014-04-15
1588,P2,DPBOM000000601,철의장,F7,D5,,D3,2014-03-04,2014-01-13
1589,P2,DPBOM000000602,철의장,F6,D5,,D3,2014-04-16,2014-03-24
1590,P2,DPBOM000001188,가공,F6,D2,,D3,2014-04-01,2014-04-01
1591,P2,DPBOM000001189,도장,F1,D1,,D1,2014-06-17,2014-05-08
1592,P2,DPBOM000001190,가공,F6,D2,D5,D3,2014-05-06,2014-04-23
1593,P2,DPBOM000001191,공작,F6,D4,D5,D3,2014-06-05,2014-05-27
1594,P2,DPBOM000000603,철의장,F7,D5,,D3,2014-04-09,2014-01-13
1595,P2,DPBOM000001192,철의장,F6,D5,D5,D3,2014-05-22,2014-04-07
1596,P2,DPBOM000001193,도장,F1,D1,,D1,2014-07-03,2014-05-08
1597,P2,DPBOM000000613,가공,F2,D2,,D3,2014-05-13,2014-05-04
1598,P2,DPBOM000000614,족장,F3,D3,,D4,2014-05-22,2014-02-27
1599,P2,DPBOM000000615,재마킹,F4,D6,,D3,2014-06-03,2014-05-20
1600,P2,DPBOM000000616,가공,F4,D7,,D3,2014-05-13,2014-04-24
1601,P2,DPBOM000000617,의장,F1,D8,,D1,2014-05-19,2014-01-23
1602,P2,DPBOM000000618,공작,F2,D4,,D3,2014-06-03,2014-05-25
1603,P2,DPBOM000000619,철의장,F2,D5,,D3,2014-04-06,2013-12-03
1604,P2,DPBOM000000620,가공,F2,D2,,D3,2014-05-06,2014-04-15
1605,P2,DPBOM000001195,가공,F2,D2,,D3,2014-05-06,2014-04-15
1606,P2,DPBOM000001196,가공,F2,D2,,D3,2014-05-06,2014-04-15
1607,P2,DPBOM000001197,가공,F2,D2,,D3,2014-05-06,2014-04-15
1608,P2,DPBOM000001198,가공,F2,D2,D5,D3,2014-05-06,2014-04-15
1609,P2,DPBOM000001199,도장,F1,D1,,D1,2014-07-06,2014-05-08
1610,P2,DPBOM000000621,가공,F2,D2,,D3,2014-05-25,2014-05-18
1611,P2,DPBOM000000622,족장,F3,D3,,D4,2014-05-25,2014-02-27
1612,P2,DPBOM000000624,가공,F4,D7,,D3,2014-05-15,2014-04-24
1613,P2,DPBOM000000625,의장,F1,D8,,D1,2014-05-19,2014-01-23
1614,P2,DPBOM000000626,공작,F2,D4,,D3,2014-06-01,2014-05-25
1615,P2,DPBOM000000627,철의장,F2,D5,,D3,2014-04-06,2014-02-27
1616,P2,DPBOM000000628,가공,F2,D2,,D3,2014-05-06,2014-04-15
1617,P2,DPBOM000001200,가공,F2,D2,,D3,2014-05-06,2014-04-15
1618,P2,DPBOM000001201,도장,F1,D1,,D1,2014-07-03,2014-05-08
1619,P2,DPBOM000000629,가공,F2,D2,D5,D3,2014-05-22,2014-05-15
1620,P2,DPBOM000000630,족장,F3,D3,,D4,2014-05-26,2014-02-27
1621,P2,DPBOM000000631,가공,F4,D7,,D3,2014-05-14,2014-04-24
1622,P2,DPBOM000000632,의장,F1,D8,,D1,2014-05-25,2014-01-23
1623,P2,DPBOM000000633,공작,F2,D4,D5,D3,2014-05-29,2014-05-21
1624,P2,DPBOM000000634,철의장,F2,D5,D5,D3,2014-04-10,2013-12-03
1625,P2,DPBOM000000635,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1626,P2,DPBOM000000636,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1627,P2,DPBOM000000638,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1628,P2,DPBOM000001202,도장,F1,D1,,D1,2014-07-03,2014-05-08
1629,P2,DPBOM000000640,가공,F2,D2,D5,D3,2014-05-27,2014-05-21
1630,P2,DPBOM000000641,족장,F3,D3,,D4,2014-06-15,2014-02-27
1631,P2,DPBOM000000642,가공,F4,D7,,D3,2014-05-27,2014-05-12
1632,P2,DPBOM000000643,의장,F1,D8,,D1,2014-06-01,2014-01-23
1633,P2,DPBOM000000644,공작,F2,D4,D5,D3,2014-06-04,2014-05-27
1634,P2,DPBOM000000645,철의장,F2,D5,D5,D3,2014-04-21,2013-12-03
1635,P2,DPBOM000000646,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1636,P2,DPBOM000000647,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1637,P2,DPBOM000001203,도장,F1,D1,,D1,2014-05-14,2014-04-15
1638,P2,DPBOM000000650,가공,F2,D2,,D3,2014-05-06,2014-05-04
1639,P2,DPBOM000000651,족장,F3,D3,,D4,2014-05-29,2014-02-27
1640,P2,DPBOM000000652,가공,F4,D7,,D3,2014-05-06,2014-04-21
1641,P2,DPBOM000000653,의장,F1,D8,,D1,2014-05-22,2014-01-23
1642,P2,DPBOM000000654,공작,F2,D4,,D3,2014-05-28,2014-05-18
1643,P2,DPBOM000000655,철의장,F2,D5,,D3,2014-03-31,2013-12-03
1644,P2,DPBOM000000656,가공,F2,D2,,D3,2014-05-06,2014-05-04
1645,P2,DPBOM000000657,가공,F2,D2,,D3,2014-05-06,2014-05-04
1646,P2,DPBOM000001204,도장,F1,D1,,D1,2014-05-14,2014-04-15
1647,P2,DPBOM000000663,가공,F2,D2,,D3,2014-05-07,2014-05-05
1648,P2,DPBOM000000664,족장,F3,D3,,D4,2014-06-01,2014-02-27
1649,P2,DPBOM000000665,가공,F4,D7,,D3,2014-05-07,2014-04-21
1650,P2,DPBOM000000666,의장,F1,D8,,D1,2014-05-26,2014-01-23
1651,P2,DPBOM000000667,공작,F2,D4,,D3,2014-05-27,2014-05-18
1652,P2,DPBOM000000668,철의장,F2,D5,,D3,2014-03-31,2013-12-03
1653,P2,DPBOM000000669,가공,F2,D2,,D3,2014-05-06,2014-05-05
1654,P2,DPBOM000001205,도장,F1,D1,,D1,2014-05-14,2014-04-15
1655,P2,DPBOM000000675,가공,F2,D2,D5,D3,2014-03-11,2014-03-06
1656,P2,DPBOM000000676,족장,F3,D3,,D4,2014-03-17,2014-02-27
1657,P2,DPBOM000000677,가공,F4,D7,,D3,2014-03-11,2014-03-06
1658,P2,DPBOM000000678,의장,F1,D8,,D1,2014-03-11,2014-01-23
1659,P2,DPBOM000000679,공작,F2,D4,D5,D3,2014-03-17,2014-03-13
1660,P2,DPBOM000000680,철의장,F2,D5,D5,D3,2014-01-02,2013-12-03
1661,P2,DPBOM000000681,가공,F2,D2,D5,D3,2014-02-23,2014-02-18
1662,P2,DPBOM000000682,가공,F2,D2,D5,D3,2014-02-24,2014-02-18
1663,P2,DPBOM000000684,가공,F2,D2,D5,D3,2014-02-25,2014-02-20
1664,P2,DPBOM000001206,도장,F1,D1,,D1,2014-05-14,2014-04-15
1665,P2,DPBOM000000688,가공,F2,D2,D5,D3,2014-03-16,2014-03-11
1666,P2,DPBOM000000689,족장,F3,D3,,D4,2014-03-23,2014-02-27
1667,P2,DPBOM000000690,가공,F4,D7,,D3,2014-03-16,2014-03-06
1668,P2,DPBOM000000691,의장,F1,D8,,D1,2014-03-17,2014-01-23
1669,P2,DPBOM000000692,공작,F2,D4,D5,D3,2014-03-23,2014-03-13
1670,P2,DPBOM000000693,철의장,F2,D5,D5,D3,2014-01-08,2013-12-03
1671,P2,DPBOM000000694,가공,F2,D2,D5,D3,2014-02-27,2014-02-24
1672,P2,DPBOM000000695,가공,F2,D2,D5,D3,2014-03-03,2014-02-24
1673,P2,DPBOM000001207,도장,F1,D1,,D1,2014-06-02,2014-05-22
1674,P2,DPBOM000000700,가공,F2,D2,D5,D3,2014-02-27,2014-02-24
1675,P2,DPBOM000000701,족장,F3,D3,,D4,2014-03-06,2014-02-27
1676,P2,DPBOM000000702,가공,F4,D7,,D3,2014-02-27,2014-02-26
1677,P2,DPBOM000000703,의장,F1,D8,,D1,2014-02-27,2014-01-23
1678,P2,DPBOM000000704,공작,F2,D4,D5,D3,2014-03-06,2014-03-03
1679,P2,DPBOM000000705,철의장,F2,D5,D5,D3,2013-12-24,2013-12-03
1680,P2,DPBOM000000706,가공,F2,D2,D5,D3,2014-02-12,2014-02-10
1681,P2,DPBOM000000707,가공,F2,D2,D5,D3,2014-02-13,2014-02-11
1682,P2,DPBOM000000709,가공,F2,D2,D5,D3,2014-02-16,2014-02-12
1683,P2,DPBOM000001208,도장,F1,D1,,D1,2014-05-14,2014-04-15
1684,P2,DPBOM000000713,가공,F2,D2,D5,D3,2014-03-05,2014-02-27
1685,P2,DPBOM000000714,족장,F3,D3,,D4,2014-03-12,2014-02-27
1686,P2,DPBOM000000715,재마킹,F4,D6,,D3,2014-03-12,2014-03-05
1687,P2,DPBOM000000716,가공,F4,D7,,D3,2014-03-05,2014-03-04
1688,P2,DPBOM000000717,의장,F1,D8,,D1,2014-03-06,2014-01-23
1689,P2,DPBOM000000718,공작,F2,D4,D5,D3,2014-03-12,2014-03-03
1690,P2,DPBOM000000719,철의장,F2,D5,D5,D3,2013-12-30,2013-12-03
1691,P2,DPBOM000000720,가공,F2,D2,D5,D3,2014-02-18,2014-02-16
1692,P2,DPBOM000000721,가공,F2,D2,D5,D3,2014-02-19,2014-02-16
1693,P2,DPBOM000001209,도장,F1,D1,,D1,2014-07-10,2014-05-08
1694,P2,DPBOM000000724,가공,F2,D2,D5,D3,2014-05-29,2014-05-26
1695,P2,DPBOM000000725,족장,F3,D3,,D4,2014-06-01,2014-02-27
1696,P2,DPBOM000000726,재마킹,F4,D6,,D3,2014-06-12,2014-05-28
1697,P2,DPBOM000000727,가공,F4,D7,,D3,2014-05-13,2014-04-24
1698,P2,DPBOM000000728,의장,F1,D8,,D1,2014-05-28,2014-01-23
1699,P2,DPBOM000000729,공작,F2,D4,D5,D3,2014-06-12,2014-06-03
1700,P2,DPBOM000000730,철의장,F2,D5,D5,D3,2014-04-16,2013-12-03
1701,P2,DPBOM000000731,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1702,P2,DPBOM000000732,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1703,P2,DPBOM000001210,가공,F2,D2,D5,D3,2014-05-06,2014-04-24
1704,P2,DPBOM000001211,도장,F1,D1,,D1,2014-07-13,2014-05-08
1705,P2,DPBOM000000733,가공,F2,D2,D5,D3,2014-05-29,2014-05-20
1706,P2,DPBOM000000734,족장,F3,D3,,D4,2014-06-04,2014-02-27
1707,P2,DPBOM000000735,재마킹,F4,D6,,D3,2014-06-15,2014-06-02
1708,P2,DPBOM000000736,가공,F4,D7,,D3,2014-05-29,2014-05-19
1709,P2,DPBOM000000737,의장,F1,D8,,D1,2014-06-02,2014-01-23
1710,P2,DPBOM000000738,공작,F2,D4,D5,D3,2014-06-15,2014-06-02
1711,P2,DPBOM000000739,철의장,F2,D5,D5,D3,2014-04-16,2014-03-03
1712,P2,DPBOM000000740,가공,F2,D2,D5,D3,2014-05-15,2014-05-05
1713,P2,DPBOM000001213,도장,F1,D1,,D1,2014-06-30,2014-05-08
1714,P2,DPBOM000000743,가공,F2,D2,D5,D3,2014-06-01,2014-05-25
1715,P2,DPBOM000000744,족장,F3,D3,,D4,2014-06-22,2014-04-14
1716,P2,DPBOM000000745,공작,F2,D4,D5,D3,2014-06-26,2014-06-18
1717,P2,DPBOM000000746,철의장,F2,D5,D5,D3,2014-05-05,2014-03-16
1718,P2,DPBOM000001214,도장,F1,D1,,D1,2014-05-14,2014-04-15
1719,P2,DPBOM000000747,가공,F2,D2,D5,D3,2014-06-01,2014-05-26
1720,P2,DPBOM000000748,족장,F3,D3,,D4,2014-06-19,2014-04-14
1721,P2,DPBOM000000749,공작,F2,D4,D5,D3,2014-06-24,2014-06-18
1722,P2,DPBOM000000750,철의장,F2,D5,D5,D3,2014-05-04,2014-03-16
1723,P2,DPBOM000001215,도장,F1,D1,,D1,2014-07-09,2014-05-08
1724,P2,DPBOM000000751,가공,F2,D2,D5,D3,2014-06-02,2014-05-28
1725,P2,DPBOM000000752,족장,F3,D3,,D4,2014-07-01,2014-04-14
1726,P2,DPBOM000000753,공작,F2,D4,D5,D3,2014-07-06,2014-06-26
1727,P2,DPBOM000000754,철의장,F2,D5,D5,D3,2014-05-14,2014-03-16
1728,P2,DPBOM000001216,도장,F1,D1,,D1,2014-05-28,2014-05-08
1729,P2,DPBOM000000755,가공,F2,D2,,D3,2014-04-03,2014-03-17
1730,P2,DPBOM000000756,족장,F3,D3,,D4,2014-04-24,2014-04-14
1731,P2,DPBOM000000757,공작,F2,D4,,D3,2014-04-24,2014-04-08
1732,P2,DPBOM000000758,철의장,F2,D5,,D3,2014-02-13,2014-01-26
1733,P2,DPBOM000001217,도장,F1,D1,,D1,2014-06-01,2014-05-08
1734,P2,DPBOM000000759,가공,F2,D2,,D3,2014-03-25,2014-03-17
1735,P2,DPBOM000000760,족장,F3,D3,,D4,2014-04-15,2014-04-14
1736,P2,DPBOM000000761,공작,F2,D4,,D3,2014-04-15,2014-04-08
1737,P2,DPBOM000000762,철의장,F2,D5,,D3,2014-02-04,2014-01-26
1738,P2,DPBOM000001218,도장,F1,D1,,D1,2014-07-10,2014-05-08
1739,P2,DPBOM000000763,가공,F2,D2,D5,D3,2014-06-02,2014-05-27
1740,P2,DPBOM000000764,족장,F3,D3,,D4,2014-07-02,2014-04-14
1741,P2,DPBOM000000765,공작,F2,D4,D5,D3,2014-07-01,2014-06-23
1742,P2,DPBOM000000766,철의장,F2,D5,D5,D3,2014-05-15,2014-03-23
1743,P2,DPBOM000001219,가공,F2,D2,,D3,2014-07-14,2014-06-18
1744,P2,DPBOM000001220,재마킹,F4,D6,,D3,2014-08-05,2014-07-08
1745,P2,DPBOM000001222,가공,F4,D7,,D3,2014-07-14,2014-07-02
1746,P2,DPBOM000001223,공작,F2,D4,,D3,2014-08-05,2014-07-27
1747,P2,DPBOM000001224,철의장,F2,D5,,D3,2014-06-15,2014-03-27
1748,P2,DPBOM000000774,가공,F2,D2,,D3,2014-06-05,2014-05-19
1749,P2,DPBOM000000775,재마킹,F4,D6,,D3,2014-07-13,2014-06-17
1750,P2,DPBOM000000776,가공,F4,D7,,D3,2014-06-05,2014-05-26
1751,P2,DPBOM000000777,공작,F2,D4,,D3,2014-07-13,2014-07-06
1752,P2,DPBOM000000778,철의장,F2,D5,,D3,2014-05-18,2014-03-27
1753,P2,DPBOM000000779,가공,F2,D2,,D3,2014-06-05,2014-05-19
1754,P2,DPBOM000000780,재마킹,F4,D6,,D3,2014-07-13,2014-06-17
1755,P2,DPBOM000000781,가공,F4,D7,,D3,2014-06-05,2014-05-26
1756,P2,DPBOM000000782,공작,F2,D4,,D3,2014-07-13,2014-07-06
1757,P2,DPBOM000000783,철의장,F2,D5,,D3,2014-05-18,2014-03-27
1758,P2,DPBOM000000784,가공,F2,D2,,D3,2014-06-05,2014-05-19
1759,P2,DPBOM000000785,재마킹,F4,D6,,D3,2014-07-13,2014-06-17
1760,P2,DPBOM000000786,가공,F4,D7,,D3,2014-06-05,2014-05-26
1761,P2,DPBOM000000787,공작,F2,D4,,D3,2014-07-13,2014-07-06
1762,P2,DPBOM000000788,철의장,F2,D5,,D3,2014-05-18,2014-03-27
1763,P2,DPBOM000001228,가공,F2,D2,,D3,2014-06-05,2014-05-19
1764,P2,DPBOM000001229,가공,F4,D7,,D3,2014-06-05,2014-05-26
1765,P2,DPBOM000001230,공작,F2,D4,,D3,2014-07-13,2014-07-06
1766,P2,DPBOM000001231,철의장,F2,D5,,D3,2014-05-18,2014-03-27
1767,P2,DPBOM000001232,도장,F1,D1,,D1,2014-02-27,2014-02-26
1768,P3,DPBOM000001233,족장,F3,D3,,D4,2014-09-21,2014-10-12
1769,P3,DPBOM000001234,족장,F3,D3,,D4,2014-07-30,2014-10-12
1770,P3,DPBOM000001235,족장,F3,D3,,D4,2014-08-20,2014-10-12
1771,P3,DPBOM000001236,족장,F3,D3,,D4,2014-09-04,2014-10-12
1772,P3,DPBOM000001237,족장,F3,D3,,D4,2014-09-11,2014-10-12
1773,P3,DPBOM000000792,도장,F1,D1,,D1,2014-08-20,2014-07-21
1774,P3,DPBOM000000003,가공,F2,D2,,D3,2014-06-15,2014-06-15
1775,P3,DPBOM000000004,족장,F3,D3,D6,D4,2014-06-16,2014-06-16
1776,P3,DPBOM000000793,재마킹,F4,D6,,D3,2014-06-16,2014-06-03
1777,P3,DPBOM000001238,의장,F1,D8,,D1,2014-06-04,2014-05-29
1778,P3,DPBOM000000005,공작,F2,D4,,D3,2014-06-16,2014-06-16
1779,P3,DPBOM000001239,철의장,F8,D5,,D3,2014-04-22,2014-04-13
1780,P3,DPBOM000000006,철의장,F2,D5,,D3,2014-04-22,2014-04-22
1781,P3,DPBOM000001240,가공,F2,D2,,D3,2014-06-22,2014-06-22
1782,P3,DPBOM000001242,가공,F4,D7,,D3,2014-06-22,2014-06-19
1783,P3,DPBOM000000007,가공,F2,D2,,D3,2014-05-29,2014-05-29
1784,P3,DPBOM000000009,가공,F4,D7,,D3,2014-05-20,2014-05-20
1785,P3,DPBOM000000806,도장,F1,D1,,D1,2014-10-06,2014-07-21
1786,P3,DPBOM000000010,가공,F2,D2,,D3,2014-08-20,2014-08-19
1787,P3,DPBOM000000807,재마킹,F4,D6,,D3,2014-08-19,2014-07-24
1788,P3,DPBOM000001245,가공,F4,D7,,D3,2014-08-20,2014-08-10
1789,P3,DPBOM000000012,의장,F1,D8,,D1,2014-08-13,2014-05-29
1790,P3,DPBOM000000013,공작,F2,D4,,D3,2014-08-19,2014-08-18
1791,P3,DPBOM000000014,철의장,F2,D5,,D3,2014-07-01,2014-05-18
1792,P3,DPBOM000000015,가공,F2,D2,,D3,2014-08-07,2014-08-06
1793,P3,DPBOM000000017,가공,F4,D7,,D3,2014-08-07,2014-07-27
1794,P3,DPBOM000000018,가공,F2,D2,,D3,2014-08-12,2014-08-10
1795,P3,DPBOM000000020,가공,F4,D7,,D3,2014-08-12,2014-08-03
1796,P3,DPBOM000001248,가공,F2,D2,,D3,2014-08-12,2014-08-10
1797,P3,DPBOM000001250,가공,F4,D7,,D3,2014-08-12,2014-08-03
1798,P3,DPBOM000001251,가공,F2,D2,,D3,2014-07-29,2014-07-28
1799,P3,DPBOM000000808,도장,F1,D1,,D1,2014-08-21,2014-07-21
1800,P3,DPBOM000000809,가공,F2,D2,,D3,2014-06-18,2014-06-18
1801,P3,DPBOM000000810,족장,F3,D3,D6,D4,2014-06-22,2014-06-16
1802,P3,DPBOM000000811,재마킹,F4,D6,,D3,2014-06-22,2014-06-05
1803,P3,DPBOM000001252,가공,F4,D7,,D3,2014-06-18,2014-05-29
1804,P3,DPBOM000000813,의장,F1,D8,,D1,2014-06-16,2014-05-29
1805,P3,DPBOM000000814,공작,F2,D4,,D3,2014-06-22,2014-06-17
1806,P3,DPBOM000000815,철의장,F2,D5,,D3,2014-04-10,2014-03-25
1807,P3,DPBOM000000816,가공,F2,D2,,D3,2014-05-26,2014-05-26
1808,P3,DPBOM000000821,도장,F1,D1,,D1,2014-10-14,2014-07-21
1809,P3,DPBOM000000025,가공,F2,D2,,D3,2014-08-10,2014-08-07
1810,P3,DPBOM000000026,족장,F3,D3,D6,D4,2014-08-13,2014-06-16
1811,P3,DPBOM000000822,재마킹,F4,D6,,D3,2014-08-12,2014-07-20
1812,P3,DPBOM000000027,의장,F1,D8,,D1,2014-07-30,2014-05-29
1813,P3,DPBOM000000028,공작,F2,D4,,D3,2014-08-12,2014-08-11
1814,P3,DPBOM000000029,철의장,F2,D5,,D3,2014-06-16,2014-05-08
1815,P3,DPBOM000000030,가공,F2,D2,,D3,2014-07-24,2014-07-24
1816,P3,DPBOM000000033,가공,F2,D2,,D3,2014-07-28,2014-07-24
1817,P3,DPBOM000001253,가공,F2,D2,,D3,2014-07-29,2014-07-24
1818,P3,DPBOM000001255,가공,F4,D7,,D3,2014-07-29,2014-07-20
1819,P3,DPBOM000001256,가공,F2,D2,,D3,2014-07-22,2014-07-13
1820,P3,DPBOM000001257,도장,F1,D1,,D1,2014-10-14,2014-07-21
1821,P3,DPBOM000001258,가공,F2,D2,,D3,2014-07-09,2014-07-07
1822,P3,DPBOM000001259,공작,F2,D4,,D3,2014-07-31,2014-07-28
1823,P3,DPBOM000001260,철의장,F2,D5,,D3,2014-05-27,2014-04-24
1824,P3,DPBOM000001261,도장,F1,D1,,D1,2014-10-14,2014-07-21
1825,P3,DPBOM000001262,가공,F2,D2,,D3,2014-07-10,2014-07-09
1826,P3,DPBOM000001263,재마킹,F4,D6,,D3,2014-08-03,2014-06-05
1827,P3,DPBOM000001265,가공,F4,D7,,D3,2014-07-10,2014-06-23
1828,P3,DPBOM000001266,공작,F2,D4,,D3,2014-08-03,2014-07-28
1829,P3,DPBOM000001267,철의장,F2,D5,,D3,2014-05-28,2014-04-24
1830,P3,DPBOM000000824,도장,F1,D1,,D1,2014-08-11,2014-07-21
1831,P3,DPBOM000000043,가공,F2,D2,,D3,2014-07-08,2014-07-01
1832,P3,DPBOM000000044,족장,F3,D3,D6,D4,2014-06-30,2014-05-22
1833,P3,DPBOM000000045,재마킹,F4,D6,,D3,2014-06-30,2014-06-19
1834,P3,DPBOM000000046,가공,F4,D7,,D3,2014-07-08,2014-06-23
1835,P3,DPBOM000000047,의장,F1,D8,,D1,2014-06-23,2014-05-29
1836,P3,DPBOM000000048,공작,F2,D4,,D3,2014-06-30,2014-06-30
1837,P3,DPBOM000000049,철의장,F2,D5,,D3,2014-05-05,2014-05-05
1838,P3,DPBOM000000050,가공,F2,D2,,D3,2014-06-25,2014-06-25
1839,P3,DPBOM000001268,가공,F2,D2,,D3,2014-06-23,2014-06-23
1840,P3,DPBOM000001269,가공,F2,D2,,D3,2014-06-02,2014-06-02
1841,P3,DPBOM000001271,가공,F4,D7,,D3,2014-06-02,2014-05-29
1842,P3,DPBOM000001272,가공,F2,D2,,D3,2014-06-24,2014-06-23
1843,P3,DPBOM000001273,가공,F2,D2,,D3,2014-06-24,2014-06-23
1844,P3,DPBOM000001274,가공,F2,D2,,D3,2014-06-24,2014-06-23
1845,P3,DPBOM000000826,도장,F1,D1,,D1,2014-08-12,2014-07-21
1846,P3,DPBOM000000054,가공,F2,D2,,D3,2014-07-13,2014-07-09
1847,P3,DPBOM000000055,족장,F3,D3,D6,D4,2014-07-03,2014-05-22
1848,P3,DPBOM000000056,재마킹,F4,D6,,D3,2014-07-03,2014-07-03
1849,P3,DPBOM000000057,가공,F4,D7,,D3,2014-07-13,2014-07-03
1850,P3,DPBOM000000058,의장,F1,D8,,D1,2014-06-26,2014-05-29
1851,P3,DPBOM000000059,공작,F2,D4,,D3,2014-07-03,2014-07-03
1852,P3,DPBOM000000060,철의장,F2,D5,,D3,2014-05-06,2014-05-05
1853,P3,DPBOM000000061,가공,F2,D2,,D3,2014-07-01,2014-06-30
1854,P3,DPBOM000001275,가공,F2,D2,,D3,2014-06-26,2014-06-26
1855,P3,DPBOM000001276,가공,F2,D2,,D3,2014-06-05,2014-06-05
1856,P3,DPBOM000001278,가공,F4,D7,,D3,2014-06-05,2014-06-03
1857,P3,DPBOM000001279,가공,F2,D2,,D3,2014-06-30,2014-06-30
1858,P3,DPBOM000001280,가공,F2,D2,,D3,2014-06-30,2014-06-30
1859,P3,DPBOM000001281,가공,F2,D2,,D3,2014-06-30,2014-06-30
1860,P3,DPBOM000001282,가공,F2,D2,,D3,2014-06-30,2014-06-30
1861,P3,DPBOM000001283,가공,F2,D2,,D3,2014-06-30,2014-06-30
1862,P3,DPBOM000000828,도장,F1,D1,,D1,2014-09-21,2014-07-21
1863,P3,DPBOM000000065,가공,F2,D2,,D3,2014-08-12,2014-08-03
1864,P3,DPBOM000000066,족장,F3,D3,D6,D4,2014-08-03,2014-05-22
1865,P3,DPBOM000000067,재마킹,F4,D6,,D3,2014-08-04,2014-07-13
1866,P3,DPBOM000000068,가공,F4,D7,,D3,2014-08-12,2014-07-30
1867,P3,DPBOM000000069,의장,F1,D8,,D1,2014-07-28,2014-05-29
1868,P3,DPBOM000000070,공작,F2,D4,,D3,2014-08-04,2014-07-28
1869,P3,DPBOM000000071,철의장,F2,D5,,D3,2014-06-12,2014-05-22
1870,P3,DPBOM000000072,가공,F2,D2,,D3,2014-07-24,2014-07-22
1871,P3,DPBOM000001284,가공,F2,D2,,D3,2014-07-22,2014-07-20
1872,P3,DPBOM000001285,가공,F2,D2,,D3,2014-07-13,2014-07-09
1873,P3,DPBOM000001287,가공,F4,D7,,D3,2014-07-09,2014-06-23
1874,P3,DPBOM000001288,가공,F2,D2,,D3,2014-07-23,2014-07-21
1875,P3,DPBOM000001289,가공,F2,D2,,D3,2014-07-23,2014-07-21
