프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
P3,DPBOM000001855,재마킹,F4,D6,,D3,2014-08-12,2014-07-24
P3,DPBOM000001857,가공,F4,D7,,D3,2014-08-25,2014-08-17
P3,DPBOM000001858,의장,F1,D8,,D1,2014-08-07,2014-05-29
P3,DPBOM000001859,공작,F2,D4,,D3,2014-08-12,2014-08-11
P3,DPBOM000001860,철의장,F2,D5,,D3,2014-07-02,2014-03-18
P3,DPBOM000001861,가공,F2,D2,,D3,2014-08-13,2014-08-13
P3,DPBOM000001862,가공,F2,D2,,D3,2014-08-17,2014-08-13
P3,DPBOM000001863,가공,F2,D2,,D3,2014-08-12,2014-08-11
P3,DPBOM000001864,가공,F2,D2,,D3,2014-07-22,2014-07-22
P3,DPBOM000001865,도장,F1,D1,,D1,2014-09-28,2014-07-21
P3,DPBOM000000604,가공,F2,D2,,D3,2014-08-19,2014-08-19
P3,DPBOM000000605,족장,F3,D3,D6,D4,2014-08-06,2014-06-30
P3,DPBOM000000606,재마킹,F4,D6,,D3,2014-08-06,2014-07-27
P3,DPBOM000000607,가공,F4,D7,,D3,2014-08-17,2014-07-27
P3,DPBOM000000608,의장,F1,D8,,D1,2014-07-30,2014-05-29
P3,DPBOM000000609,공작,F2,D4,,D3,2014-08-06,2014-08-05
P3,DPBOM000000610,철의장,F2,D5,,D3,2014-06-16,2014-06-02
P3,DPBOM000000611,가공,F2,D2,,D3,2014-08-06,2014-08-05
P3,DPBOM000000612,가공,F2,D2,,D3,2014-08-07,2014-08-05
P3,DPBOM000001867,가공,F2,D2,,D3,2014-07-16,2014-07-16
P3,DPBOM000001193,도장,F1,D1,,D1,2014-08-25,2014-07-21
P3,DPBOM000000613,가공,F2,D2,,D3,2014-07-22,2014-07-17
P3,DPBOM000000614,족장,F3,D3,D6,D4,2014-07-13,2014-06-30
P3,DPBOM000000615,재마킹,F4,D6,,D3,2014-07-13,2014-07-03
P3,DPBOM000000616,가공,F4,D7,,D3,2014-07-22,2014-07-13
P3,DPBOM000000617,의장,F1,D8,,D1,2014-07-07,2014-05-29
P3,DPBOM000000618,공작,F2,D4,,D3,2014-07-13,2014-07-08
P3,DPBOM000000619,철의장,F2,D5,,D3,2014-04-22,2014-03-21
P3,DPBOM000000620,가공,F2,D2,,D3,2014-07-06,2014-07-03
P3,DPBOM000001195,가공,F2,D2,,D3,2014-07-07,2014-06-22
P3,DPBOM000001868,가공,F2,D2,,D3,2014-06-19,2014-06-16
P3,DPBOM000001199,도장,F1,D1,,D1,2014-08-07,2014-07-21
P3,DPBOM000000621,가공,F2,D2,,D3,2014-07-20,2014-07-07
P3,DPBOM000000622,족장,F3,D3,D6,D4,2014-07-09,2014-06-30
P3,DPBOM000000624,가공,F4,D7,,D3,2014-07-16,2014-07-06
P3,DPBOM000000625,의장,F1,D8,,D1,2014-07-03,2014-05-29
P3,DPBOM000000626,공작,F2,D4,,D3,2014-07-09,2014-07-09
P3,DPBOM000000627,철의장,F2,D5,,D3,2014-05-14,2014-04-23
P3,DPBOM000000628,가공,F2,D2,,D3,2014-07-03,2014-07-02
P3,DPBOM000001200,가공,F2,D2,,D3,2014-07-09,2014-06-22
P3,DPBOM000001869,가공,F2,D2,,D3,2014-06-17,2014-06-17
P3,DPBOM000001201,도장,F1,D1,,D1,2014-09-29,2014-07-21
P3,DPBOM000000629,가공,F2,D2,,D3,2014-08-14,2014-07-31
P3,DPBOM000000630,족장,F3,D3,D6,D4,2014-08-05,2014-06-30
P3,DPBOM000000631,가공,F4,D7,,D3,2014-08-14,2014-08-07
P3,DPBOM000000632,의장,F1,D8,,D1,2014-07-30,2014-05-29
P3,DPBOM000000633,공작,F2,D4,,D3,2014-08-10,2014-08-03
P3,DPBOM000000634,철의장,F2,D5,,D3,2014-06-04,2014-04-23
P3,DPBOM000000635,가공,F2,D2,,D3,2014-08-07,2014-07-30
P3,DPBOM000000636,가공,F2,D2,,D3,2014-08-11,2014-08-03
P3,DPBOM000000639,가공,F2,D2,,D3,2014-07-14,2014-07-06
P3,DPBOM000001202,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000000640,가공,F2,D2,,D3,2014-08-12,2014-08-03
P3,DPBOM000000641,족장,F3,D3,D6,D4,2014-08-07,2014-06-30
P3,DPBOM000001870,재마킹,F4,D6,,D3,2014-08-04,2014-07-24
P3,DPBOM000000642,가공,F4,D7,,D3,2014-08-12,2014-07-30
P3,DPBOM000000643,의장,F1,D8,,D1,2014-08-03,2014-05-29
P3,DPBOM000000644,공작,F2,D4,,D3,2014-08-04,2014-07-09
P3,DPBOM000000645,철의장,F2,D5,,D3,2014-06-22,2014-04-23
P3,DPBOM000000646,가공,F2,D2,,D3,2014-08-03,2014-07-24
P3,DPBOM000000647,가공,F2,D2,,D3,2014-08-05,2014-07-20
P3,DPBOM000000649,가공,F2,D2,,D3,2014-07-16,2014-07-09
P3,DPBOM000001203,도장,F1,D1,,D1,2014-10-01,2014-07-21
P3,DPBOM000000650,가공,F2,D2,,D3,2014-09-01,2014-08-31
P3,DPBOM000000651,족장,F3,D3,D6,D4,2014-08-25,2014-06-30
P3,DPBOM000001872,재마킹,F4,D6,,D3,2014-08-27,2014-08-17
P3,DPBOM000000652,가공,F4,D7,,D3,2014-09-01,2014-08-24
P3,DPBOM000000653,의장,F1,D8,,D1,2014-08-19,2014-05-29
P3,DPBOM000000654,공작,F2,D4,,D3,2014-08-27,2014-07-09
P3,DPBOM000000655,철의장,F2,D5,,D3,2014-07-07,2014-05-13
P3,DPBOM000000656,가공,F2,D2,,D3,2014-08-18,2014-08-17
P3,DPBOM000000657,가공,F2,D2,,D3,2014-08-21,2014-08-14
P3,DPBOM000000660,가공,F2,D2,,D3,2014-08-06,2014-07-30
P3,DPBOM000001204,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000000663,가공,F2,D2,,D3,2014-07-06,2014-07-06
P3,DPBOM000000664,족장,F3,D3,D6,D4,2014-06-30,2014-06-30
P3,DPBOM000001874,재마킹,F4,D6,,D3,2014-06-30,2014-06-22
P3,DPBOM000000665,가공,F4,D7,,D3,2014-07-06,2014-06-23
P3,DPBOM000000666,의장,F1,D8,,D1,2014-06-23,2014-05-29
P3,DPBOM000000667,공작,F2,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000000668,철의장,F2,D5,,D3,2014-04-17,2014-04-10
P3,DPBOM000000669,가공,F2,D2,,D3,2014-06-19,2014-06-19
P3,DPBOM000000670,가공,F2,D2,,D3,2014-06-19,2014-06-19
P3,DPBOM000001876,가공,F2,D2,,D3,2014-06-19,2014-06-19
P3,DPBOM000001878,가공,F4,D7,,D3,2014-06-19,2014-06-18
P3,DPBOM000001879,가공,F2,D2,,D3,2014-06-22,2014-06-19
P3,DPBOM000001881,가공,F4,D7,,D3,2014-06-22,2014-06-18
P3,DPBOM000000672,가공,F2,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001205,도장,F1,D1,,D1,2014-07-21,2014-07-21
P3,DPBOM000000675,가공,F2,D2,,D3,2014-05-29,2014-05-29
P3,DPBOM000000676,족장,F3,D3,D6,D4,2014-06-02,2014-06-03
P3,DPBOM000001882,재마킹,F4,D6,,D3,2014-06-02,2014-05-26
P3,DPBOM000000677,가공,F4,D7,,D3,2014-05-29,2014-05-21
P3,DPBOM000000678,의장,F1,D8,,D1,2014-05-27,2014-05-18
P3,DPBOM000000679,공작,F2,D4,,D3,2014-06-02,2014-06-02
P3,DPBOM000000680,철의장,F2,D5,,D3,2014-03-27,2014-03-19
P3,DPBOM000000681,가공,F2,D2,,D3,2014-05-12,2014-05-12
P3,DPBOM000000682,가공,F2,D2,,D3,2014-05-14,2014-05-14
P3,DPBOM000000684,가공,F2,D2,,D3,2014-05-15,2014-05-14
P3,DPBOM000001206,도장,F1,D1,,D1,2014-07-30,2014-07-21
P3,DPBOM000000688,가공,F2,D2,,D3,2014-06-01,2014-05-29
P3,DPBOM000000689,족장,F3,D3,D6,D4,2014-06-03,2014-06-03
P3,DPBOM000001884,재마킹,F4,D6,,D3,2014-06-03,2014-05-26
P3,DPBOM000000690,가공,F4,D7,,D3,2014-06-01,2014-05-25
P3,DPBOM000000691,의장,F1,D8,,D1,2014-05-28,2014-05-29
P3,DPBOM000000692,공작,F2,D4,,D3,2014-06-03,2014-05-14
P3,DPBOM000000693,철의장,F2,D5,,D3,2014-03-30,2014-03-19
P3,DPBOM000000694,가공,F2,D2,,D3,2014-05-13,2014-05-13
P3,DPBOM000000695,가공,F2,D2,,D3,2014-05-15,2014-05-15
P3,DPBOM000001886,가공,F2,D2,,D3,2014-05-18,2014-05-15
P3,DPBOM000001207,도장,F1,D1,,D1,2014-08-17,2014-07-21
P3,DPBOM000000700,가공,F2,D2,,D3,2014-06-26,2014-06-23
P3,DPBOM000000701,족장,F3,D3,D6,D4,2014-07-01,2014-06-30
P3,DPBOM000001887,재마킹,F4,D6,,D3,2014-07-01,2014-06-19
P3,DPBOM000000702,가공,F4,D7,,D3,2014-06-26,2014-06-17
P3,DPBOM000000703,의장,F1,D8,,D1,2014-06-24,2014-05-29
P3,DPBOM000000704,공작,F2,D4,,D3,2014-07-01,2014-06-23
P3,DPBOM000000705,철의장,F2,D5,,D3,2014-04-20,2014-04-06
P3,DPBOM000000706,가공,F2,D2,,D3,2014-06-03,2014-05-30
P3,DPBOM000000707,가공,F2,D2,,D3,2014-06-04,2014-05-30
P3,DPBOM000001208,도장,F1,D1,,D1,2014-08-19,2014-07-21
P3,DPBOM000000713,가공,F2,D2,,D3,2014-06-30,2014-06-22
P3,DPBOM000000714,족장,F3,D3,D6,D4,2014-07-03,2014-06-30
P3,DPBOM000000715,재마킹,F4,D6,,D3,2014-07-03,2014-06-19
P3,DPBOM000000716,가공,F4,D7,,D3,2014-06-30,2014-06-19
P3,DPBOM000000717,의장,F1,D8,,D1,2014-06-26,2014-05-29
P3,DPBOM000000718,공작,F2,D4,,D3,2014-07-03,2014-07-03
P3,DPBOM000000719,철의장,F2,D5,,D3,2014-04-22,2014-04-07
P3,DPBOM000000720,가공,F2,D2,,D3,2014-06-05,2014-06-04
P3,DPBOM000000721,가공,F2,D2,,D3,2014-06-12,2014-06-05
P3,DPBOM000001890,도장,F1,D1,,D1,2014-08-10,2014-07-21
P3,DPBOM000001891,가공,F2,D2,,D3,2014-06-19,2014-06-19
P3,DPBOM000001892,족장,F3,D3,D6,D4,2014-06-22,2014-06-18
P3,DPBOM000001893,재마킹,F4,D6,,D3,2014-06-22,2014-06-03
P3,DPBOM000001895,가공,F4,D7,,D3,2014-06-19,2014-06-03
P3,DPBOM000001896,의장,F1,D8,,D1,2014-06-16,2014-05-29
P3,DPBOM000001897,공작,F2,D4,,D3,2014-06-22,2014-06-19
P3,DPBOM000001898,철의장,F2,D5,,D3,2014-04-10,2014-04-10
P3,DPBOM000001899,가공,F2,D2,,D3,2014-05-26,2014-05-26
P3,DPBOM000001900,가공,F2,D2,,D3,2014-05-26,2014-05-26
P3,DPBOM000001901,가공,F2,D2,,D3,2014-05-29,2014-05-29
P3,DPBOM000001902,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001903,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001904,족장,F3,D3,D6,D4,2014-06-18,2014-06-18
P3,DPBOM000001905,재마킹,F4,D6,,D3,2014-06-18,2014-06-05
P3,DPBOM000001907,가공,F4,D7,,D3,2014-06-15,2014-06-05
P3,DPBOM000001908,의장,F1,D8,,D1,2014-06-12,2014-05-29
P3,DPBOM000001909,공작,F2,D4,,D3,2014-06-18,2014-06-12
P3,DPBOM000001910,철의장,F2,D5,,D3,2014-04-08,2014-04-03
P3,DPBOM000001911,가공,F2,D2,,D3,2014-05-22,2014-05-22
P3,DPBOM000001912,가공,F2,D2,,D3,2014-05-26,2014-05-26
P3,DPBOM000001913,가공,F2,D2,,D3,2014-05-27,2014-05-26
P3,DPBOM000001914,도장,F1,D1,,D1,2014-09-08,2014-07-21
P3,DPBOM000001915,가공,F2,D2,,D3,2014-06-30,2014-06-23
P3,DPBOM000001916,족장,F3,D3,D6,D4,2014-07-03,2014-06-30
P3,DPBOM000001917,재마킹,F4,D6,,D3,2014-07-03,2014-06-19
P3,DPBOM000001919,가공,F4,D7,,D3,2014-06-30,2014-06-19
P3,DPBOM000001920,의장,F1,D8,,D1,2014-06-26,2014-05-29
P3,DPBOM000001921,공작,F2,D4,,D3,2014-07-03,2014-06-23
P3,DPBOM000001922,철의장,F2,D5,,D3,2014-04-22,2014-04-06
P3,DPBOM000001923,가공,F2,D2,,D3,2014-06-05,2014-06-03
P3,DPBOM000001924,가공,F2,D2,,D3,2014-06-12,2014-06-03
P3,DPBOM000001925,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001926,도장,F1,D1,,D1,2014-09-02,2014-07-21
P3,DPBOM000001927,가공,F2,D2,,D3,2014-07-01,2014-06-22
P3,DPBOM000001928,족장,F3,D3,D6,D4,2014-07-06,2014-06-30
P3,DPBOM000001929,재마킹,F4,D6,,D3,2014-07-06,2014-06-19
P3,DPBOM000001931,가공,F4,D7,,D3,2014-07-01,2014-06-19
P3,DPBOM000001932,의장,F1,D8,,D1,2014-06-30,2014-05-29
P3,DPBOM000001933,공작,F2,D4,,D3,2014-07-06,2014-07-06
P3,DPBOM000001934,철의장,F2,D5,,D3,2014-04-23,2014-04-08
P3,DPBOM000001935,가공,F2,D2,,D3,2014-06-12,2014-06-05
P3,DPBOM000001936,가공,F2,D2,,D3,2014-06-15,2014-06-05
P3,DPBOM000001937,가공,F2,D2,,D3,2014-06-16,2014-06-12
P3,DPBOM000001938,도장,F1,D1,,D1,2014-10-09,2014-07-21
P3,DPBOM000001939,가공,F2,D2,,D3,2014-06-12,2014-06-12
P3,DPBOM000001940,족장,F3,D3,D6,D4,2014-05-27,2014-05-26
P3,DPBOM000001941,재마킹,F4,D6,,D3,2014-05-27,2014-05-26
P3,DPBOM000001943,가공,F4,D7,,D3,2014-06-12,2014-06-05
P3,DPBOM000001944,의장,F1,D8,,D1,2014-05-21,2014-05-18
P3,DPBOM000001945,공작,F2,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001946,철의장,F2,D5,,D3,2014-03-23,2014-03-23
P3,DPBOM000001947,가공,F2,D2,,D3,2014-05-19,2014-05-19
P3,DPBOM000001948,가공,F2,D2,,D3,2014-05-22,2014-05-22
P3,DPBOM000001949,가공,F2,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001950,도장,F1,D1,,D1,2014-08-05,2014-07-21
P3,DPBOM000001951,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001952,족장,F3,D3,D6,D4,2014-06-02,2014-06-03
P3,DPBOM000001953,재마킹,F4,D6,,D3,2014-06-02,2014-06-01
P3,DPBOM000001955,가공,F4,D7,,D3,2014-06-15,2014-06-05
P3,DPBOM000001956,의장,F1,D8,,D1,2014-05-27,2014-05-18
P3,DPBOM000001957,공작,F2,D4,,D3,2014-06-02,2014-06-02
P3,DPBOM000001958,철의장,F2,D5,,D3,2014-03-27,2014-03-27
P3,DPBOM000001959,가공,F2,D2,,D3,2014-05-22,2014-05-22
P3,DPBOM000001960,가공,F2,D2,,D3,2014-05-25,2014-05-25
P3,DPBOM000001961,가공,F2,D2,,D3,2014-05-12,2014-05-12
P3,DPBOM000001962,가공,F2,D2,,D3,2014-05-12,2014-05-12
P3,DPBOM000001963,도장,F1,D1,,D1,2014-09-01,2014-07-21
P3,DPBOM000001964,가공,F2,D2,,D3,2014-07-08,2014-07-07
P3,DPBOM000001965,족장,F3,D3,D6,D4,2014-07-09,2014-06-30
P3,DPBOM000001966,재마킹,F4,D6,,D3,2014-07-09,2014-07-06
P3,DPBOM000001968,가공,F4,D7,,D3,2014-07-08,2014-06-12
P3,DPBOM000001969,의장,F1,D8,,D1,2014-07-03,2014-05-29
P3,DPBOM000001970,공작,F2,D4,,D3,2014-07-09,2014-07-07
P3,DPBOM000001971,철의장,F2,D5,,D3,2014-05-05,2014-03-23
P3,DPBOM000001972,가공,F2,D2,,D3,2014-06-17,2014-06-16
P3,DPBOM000001973,가공,F2,D2,,D3,2014-06-18,2014-06-16
P3,DPBOM000001974,가공,F2,D2,,D3,2014-06-19,2014-06-16
P3,DPBOM000001975,가공,F2,D2,,D3,2014-12-09,2014-12-08
P3,DPBOM000001976,도장,F1,D1,,D1,2014-09-01,2014-07-21
P3,DPBOM000001977,가공,F2,D2,,D3,2014-07-08,2014-06-30
P3,DPBOM000001978,족장,F3,D3,D6,D4,2014-07-09,2014-06-30
P3,DPBOM000001979,재마킹,F4,D6,,D3,2014-07-09,2014-06-30
P3,DPBOM000001981,가공,F4,D7,,D3,2014-07-08,2014-06-12
P3,DPBOM000001982,의장,F1,D8,,D1,2014-07-03,2014-05-29
P3,DPBOM000001983,공작,F2,D4,,D3,2014-07-09,2014-07-07
P3,DPBOM000001984,철의장,F2,D5,,D3,2014-05-05,2014-03-31
P3,DPBOM000001985,가공,F2,D2,,D3,2014-06-17,2014-06-17
P3,DPBOM000001986,가공,F2,D2,,D3,2014-06-18,2014-06-17
P3,DPBOM000001987,가공,F2,D2,,D3,2014-06-19,2014-06-17
P3,DPBOM000001988,도장,F1,D1,,D1,2014-09-01,2014-08-07
P3,DPBOM000001989,가공,F2,D2,,D3,2014-10-14,2014-10-12
P3,DPBOM000001990,철의장,F2,D5,,D3,2014-05-05,2014-03-27
P3,DPBOM000001991,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001992,가공,F2,D2,,D3,2014-07-23,2014-07-23
P3,DPBOM000001993,족장,F3,D3,D6,D4,2014-08-13,2014-07-08
P3,DPBOM000001994,공작,F2,D4,,D3,2014-08-13,2014-08-11
P3,DPBOM000001995,철의장,F2,D5,,D3,2014-06-26,2014-05-23
P3,DPBOM000001996,도장,F1,D1,,D1,2014-09-07,2014-07-21
P3,DPBOM000001997,가공,F2,D2,,D3,2014-07-30,2014-07-27
P3,DPBOM000001998,족장,F3,D3,D6,D4,2014-08-20,2014-07-08
P3,DPBOM000001999,공작,F2,D4,,D3,2014-08-20,2014-08-19
P3,DPBOM000002000,철의장,F2,D5,,D3,2014-07-03,2014-06-25
P3,DPBOM000002001,가공,F2,D2,,D3,2014-07-30,2014-07-27
P3,DPBOM000002002,도장,F1,D1,,D1,2014-09-04,2014-07-21
P3,DPBOM000002003,가공,F2,D2,,D3,2014-07-30,2014-07-30
P3,DPBOM000002004,족장,F3,D3,D6,D4,2014-08-20,2014-07-08
P3,DPBOM000002005,공작,F2,D4,,D3,2014-08-20,2014-08-19
P3,DPBOM000002006,철의장,F2,D5,,D3,2014-07-03,2014-06-30
P3,DPBOM000002007,가공,F2,D2,,D3,2014-07-30,2014-07-30
P3,DPBOM000002008,도장,F1,D1,,D1,2014-09-04,2014-07-21
P3,DPBOM000002009,가공,F2,D2,,D3,2014-07-29,2014-07-27
P3,DPBOM000002010,족장,F3,D3,D6,D4,2014-08-19,2014-07-08
P3,DPBOM000002011,공작,F2,D4,,D3,2014-08-19,2014-08-17
P3,DPBOM000002012,철의장,F2,D5,,D3,2014-07-02,2014-06-25
P3,DPBOM000002013,가공,F2,D2,,D3,2014-07-29,2014-07-27
P3,DPBOM000002014,도장,F1,D1,,D1,2014-09-04,2014-07-21
P3,DPBOM000002015,가공,F2,D2,,D3,2014-07-24,2014-07-23
P3,DPBOM000002016,족장,F3,D3,D6,D4,2014-08-14,2014-07-08
P3,DPBOM000002017,의장,F1,D8,,D1,2014-08-04,2014-05-29
P3,DPBOM000002018,공작,F2,D4,,D3,2014-08-14,2014-08-06
P3,DPBOM000002019,철의장,F2,D5,,D3,2014-07-02,2014-06-25
P3,DPBOM000002020,가공,F2,D2,,D3,2014-07-24,2014-07-23
P3,DPBOM000001213,도장,F1,D1,,D1,2014-07-30,2014-07-21
P3,DPBOM000000743,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000000744,족장,F3,D3,D6,D4,2014-07-07,2014-07-08
P3,DPBOM000000745,공작,F2,D4,,D3,2014-07-07,2014-07-03
P3,DPBOM000002021,공작,F2,D4,,D3,2014-05-19,2014-05-18
P3,DPBOM000002022,철의장,F2,D5,,D3,2014-05-19,2014-04-16
P3,DPBOM000000746,철의장,F2,D5,,D3,2014-05-19,2014-05-19
P3,DPBOM000002023,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001214,도장,F1,D1,,D1,2014-08-03,2014-07-21
P3,DPBOM000000747,가공,F2,D2,,D3,2014-06-18,2014-06-18
P3,DPBOM000000748,족장,F3,D3,D6,D4,2014-07-10,2014-07-08
P3,DPBOM000000749,공작,F2,D4,,D3,2014-07-10,2014-07-10
P3,DPBOM000000750,철의장,F2,D5,,D3,2014-05-22,2014-05-21
P3,DPBOM000002024,가공,F2,D2,,D3,2014-06-18,2014-06-18
P3,DPBOM000001215,도장,F1,D1,,D1,2014-09-01,2014-07-21
P3,DPBOM000000751,가공,F2,D2,,D3,2014-07-14,2014-07-13
P3,DPBOM000000752,족장,F3,D3,D6,D4,2014-08-05,2014-07-08
P3,DPBOM000000753,공작,F2,D4,,D3,2014-08-05,2014-08-04
P3,DPBOM000000754,철의장,F2,D5,,D3,2014-06-16,2014-06-02
P3,DPBOM000002025,가공,F2,D2,,D3,2014-07-14,2014-07-13
P3,DPBOM000001216,도장,F1,D1,,D1,2014-09-01,2014-07-21
P3,DPBOM000000755,가공,F2,D2,,D3,2014-07-16,2014-07-16
P3,DPBOM000000756,족장,F3,D3,D6,D4,2014-08-06,2014-07-08
P3,DPBOM000000757,공작,F2,D4,,D3,2014-08-06,2014-08-05
P3,DPBOM000000758,철의장,F2,D5,,D3,2014-06-17,2014-05-28
P3,DPBOM000002026,가공,F2,D2,,D3,2014-07-16,2014-07-16
P3,DPBOM000001217,도장,F1,D1,,D1,2014-09-03,2014-07-21
P3,DPBOM000000759,가공,F2,D2,,D3,2014-07-17,2014-07-13
P3,DPBOM000000760,족장,F3,D3,D6,D4,2014-08-07,2014-07-08
P3,DPBOM000000761,공작,F2,D4,,D3,2014-08-07,2014-08-04
P3,DPBOM000000762,철의장,F2,D5,,D3,2014-06-17,2014-04-03
P3,DPBOM000002027,가공,F2,D2,,D3,2014-07-17,2014-07-13
P3,DPBOM000001218,도장,F1,D1,,D1,2014-09-04,2014-07-21
P3,DPBOM000000763,가공,F2,D2,,D3,2014-07-29,2014-07-24
P3,DPBOM000000764,족장,F3,D3,D6,D4,2014-08-19,2014-07-08
P3,DPBOM000000765,공작,F2,D4,,D3,2014-08-19,2014-08-12
P3,DPBOM000000766,철의장,F2,D5,,D3,2014-06-25,2014-04-22
P3,DPBOM000002028,가공,F2,D2,,D3,2014-07-29,2014-07-24
P3,DPBOM000002029,도장,F1,D1,,D1,2014-09-07,2014-07-21
P3,DPBOM000002030,가공,F2,D2,,D3,2014-07-27,2014-07-23
P3,DPBOM000002031,족장,F3,D3,D6,D4,2014-08-17,2014-07-08
P3,DPBOM000002032,공작,F2,D4,,D3,2014-08-17,2014-08-14
P3,DPBOM000002033,철의장,F2,D5,,D3,2014-06-25,2014-04-20
P3,DPBOM000002034,가공,F2,D2,,D3,2014-07-27,2014-07-23
P3,DPBOM000002035,도장,F1,D1,,D1,2014-09-04,2014-07-21
P3,DPBOM000002036,가공,F2,D2,,D3,2014-07-24,2014-07-24
P3,DPBOM000002037,족장,F3,D3,D6,D4,2014-08-14,2014-07-08
P3,DPBOM000002038,의장,F1,D8,,D1,2014-08-07,2014-05-29
P3,DPBOM000002039,공작,F2,D4,,D3,2014-08-14,2014-08-12
P3,DPBOM000002040,철의장,F2,D5,,D3,2014-07-02,2014-07-01
P3,DPBOM000002041,가공,F2,D2,,D3,2014-07-24,2014-07-24
P3,DPBOM000002042,도장,F1,D1,,D1,2014-09-14,2014-07-21
P3,DPBOM000002043,가공,F2,D2,,D3,2014-08-06,2014-07-28
P3,DPBOM000002044,족장,F3,D3,D6,D4,2014-08-27,2014-07-08
P3,DPBOM000002045,공작,F2,D4,,D3,2014-08-27,2014-08-26
P3,DPBOM000002046,철의장,F2,D5,,D3,2014-07-10,2014-07-01
P3,DPBOM000002047,가공,F2,D2,,D3,2014-08-06,2014-07-28
P3,DPBOM000002048,도장,F1,D1,,D1,2014-09-14,2014-07-21
P3,DPBOM000002049,가공,F2,D2,,D3,2014-08-03,2014-08-03
P3,DPBOM000002050,족장,F3,D3,D6,D4,2014-08-24,2014-07-08
P3,DPBOM000002051,의장,F1,D8,,D1,2014-08-12,2014-05-29
P3,DPBOM000002052,공작,F2,D4,,D3,2014-08-24,2014-08-21
P3,DPBOM000002053,철의장,F2,D5,,D3,2014-07-10,2014-07-01
P3,DPBOM000002054,가공,F2,D2,,D3,2014-08-03,2014-08-03
P3,DPBOM000002055,도장,F1,D1,,D1,2014-10-09,2014-07-21
P3,DPBOM000002056,가공,F2,D2,,D3,2014-08-28,2014-08-24
P3,DPBOM000002057,족장,F3,D3,D6,D4,2014-09-16,2014-07-08
P3,DPBOM000002058,공작,F2,D4,,D3,2014-09-18,2014-09-14
P3,DPBOM000002059,공작,F2,D4,,D3,2014-07-06,2014-05-25
P3,DPBOM000002060,철의장,F2,D5,,D3,2014-07-10,2014-07-03
P3,DPBOM000002061,철의장,F2,D5,,D3,2014-08-05,2014-07-02
P3,DPBOM000002062,가공,F2,D2,,D3,2014-08-28,2014-08-24
P3,DPBOM000002063,도장,F1,D1,,D1,2014-10-02,2014-07-21
P3,DPBOM000002064,가공,F2,D2,,D3,2014-08-18,2014-08-14
P3,DPBOM000002065,족장,F3,D3,D6,D4,2014-09-04,2014-07-08
P3,DPBOM000002066,공작,F2,D4,,D3,2014-09-08,2014-09-08
P3,DPBOM000002067,철의장,F2,D5,,D3,2014-07-23,2014-07-22
P3,DPBOM000002068,도장,F1,D1,,D1,2014-10-30,2014-07-21
P3,DPBOM000002069,가공,F2,D2,,D3,2014-09-11,2014-09-05
P3,DPBOM000002070,족장,F3,D3,D6,D4,2014-10-02,2014-07-08
P3,DPBOM000002071,의장,F1,D8,,D1,2014-09-22,2014-05-29
P3,DPBOM000002072,공작,F2,D4,,D3,2014-10-02,2014-10-01
P3,DPBOM000002073,철의장,F2,D5,,D3,2014-08-21,2014-07-22
P3,DPBOM000002074,가공,F2,D2,,D3,2014-09-11,2014-09-05
P3,DPBOM000002075,도장,F1,D1,,D1,2014-09-10,2014-07-21
P3,DPBOM000002076,가공,F2,D2,,D3,2014-08-17,2014-08-07
P3,DPBOM000002077,가공,F4,D7,,D3,2014-08-17,2014-08-07
P3,DPBOM000002078,공작,F2,D4,,D3,2014-09-07,2014-08-28
P3,DPBOM000002079,철의장,F2,D5,,D3,2014-06-03,2014-05-18
P3,DPBOM000002080,도장,F1,D1,,D1,2014-09-11,2014-07-21
P3,DPBOM000002081,가공,F2,D2,,D3,2014-08-17,2014-08-17
P3,DPBOM000002082,재마킹,F4,D6,,D3,2014-09-07,2014-08-07
P3,DPBOM000002084,가공,F4,D7,,D3,2014-08-17,2014-08-07
P3,DPBOM000002085,공작,F2,D4,,D3,2014-09-07,2014-08-31
P3,DPBOM000002086,철의장,F2,D5,,D3,2014-06-04,2014-05-25
P3,DPBOM000002087,도장,F1,D1,,D1,2014-10-12,2014-07-21
P3,DPBOM000002088,가공,F2,D2,,D3,2014-09-21,2014-09-17
P3,DPBOM000002089,재마킹,F4,D6,,D3,2014-10-12,2014-09-08
P3,DPBOM000002091,가공,F4,D7,,D3,2014-09-21,2014-09-08
P3,DPBOM000002092,공작,F2,D4,,D3,2014-10-12,2014-10-06
